date rr tm swe accumulation melt
2015-12-21 0.03 8.42 0 0 0
2015-12-22 0.16 5.84 0 0 0
2015-12-23 3.38 4.82 0 0 0
2015-12-24 0 3.87 0 0 0
2015-12-25 3.05 6.81 0 0 0
2015-12-26 0 3.44 0 0 0
2015-12-27 0 -4.05 0 0 0
2015-12-28 0 -3.32 0 6.49 0
2015-12-29 0 -1.31 6.49 0.04 0
2015-12-30 0 -0.75 6.53 1.58 0
2015-12-31 5.3 1.71 8.11 0 2.54317
2016-1-1 0 0.99 5.56683 2.63 1.18323
2016-1-2 2.56 1.81 7.01359 0 2.75379
2016-1-3 0 -3.82 4.2598 1.34 0
2016-1-4 0 -6.01 5.5998 0.45 0
2016-1-5 0 -7.4 6.0498 0.01 0
2016-1-6 0 -9.76 6.0598 0 0
2016-1-7 0 -11.85 6.0598 0 0
2016-1-8 0 -11.41 6.0598 0.69 0
2016-1-9 0 -8.55 6.7498 1.52 0
2016-1-10 0 -8.7 8.2698 6.18 0
2016-1-11 0 -3.7 14.4498 22.1 0
2016-1-12 0 -2.03 36.5498 3.06 0
2016-1-13 0 -3.93 39.6098 0.42 0
2016-1-14 0 -10.94 40.0298 0.02 0
2016-1-15 0 -15 40.0498 0 0
2016-1-16 0 -12.35 40.0498 2.97 0
2016-1-17 0 -13.06 43.0198 0.07 0
2016-1-18 0 -15.29 43.0898 0 0
2016-1-19 0 -13.03 43.0898 0 0
2016-1-20 0 -13.58 43.0898 0 0
2016-1-21 0 -13.83 43.0898 0.02 0
2016-1-22 0 -14.7 43.1098 0 0
2016-1-23 0 -8.05 43.1098 6.04 0
2016-1-24 0 -2.13 49.1498 2.34 0
2016-1-25 0 -2.42 51.4898 0.13 0
2016-1-26 0 0.49 51.6198 0.8 0.442034
2016-1-27 5.39 3.21 51.9778 0 6.1417
2016-1-28 5.29 2.99 45.8361 0 5.56059
2016-1-29 0 3.07 40.2755 0 5.76999
2016-1-30 1.47 4.22 34.5055 0 9.0078
2016-1-31 0 1.75 25.4977 0 2.62685
2016-2-1 0 -0.92 22.8708 0 0
2016-2-2 0 0.3 22.8708 4.67 0.222408
2016-2-3 2.06 2.05 27.3184 0 3.27821
2016-2-4 0 -0.75 24.0402 0 0
2016-2-5 0 -1.54 24.0402 0 0
2016-2-6 0 0.15 24.0402 8.93 0.084277
2016-2-7 8.18 4.32 32.886 0 9.30805
2016-2-8 8.3 4.38 23.5779 0 9.48954
2016-2-9 30.77 3.2 14.0884 0 6.11493
2016-2-10 0.96 2.93 7.97344 0 5.405
2016-2-11 0 1.31 2.56844 1.02 1.7513
2016-2-12 0 -0.95 1.83714 0 0
2016-2-13 0 -2.4 1.83714 2.61 0
2016-2-14 0 -4.45 4.44714 0.55 0
2016-2-15 0 -7.65 4.99714 0 0
2016-2-16 0 -6.53 4.99714 0 0
2016-2-17 0 -1.7 4.99714 1.21 0
2016-2-18 0 -0.34 6.20714 0 0
2016-2-19 0 -2.46 6.20714 0.18 0
2016-2-20 0 0.36 6.38714 5.23 0.287081
2016-2-21 0 0.53 11.3301 12.85 0.493364
2016-2-22 0 0.21 23.6867 0 0.134986
2016-2-23 0 -2.47 23.5517 0 0
2016-2-24 0 -2.13 23.5517 0 0
2016-2-25 0 -1.89 23.5517 0 0
2016-2-26 0 -2.21 23.5517 0 0
2016-2-27 0 -0.96 23.5517 0 0
2016-2-28 0 -2.02 23.5517 0 0
2016-3-1 0 -2.35 23.5517 0 0
2016-3-2 0 -1.87 23.5517 0 0
2016-3-3 0 -0.89 23.5517 4.73 0
2016-3-4 0 -0.27 28.2817 11.61 0
2016-3-5 0 0.84 39.8917 3.06 0.940096
2016-3-6 0 0.44 42.0116 6.33 0.380203
2016-3-7 0 1.02 47.9614 1.09 1.23373
2016-3-8 0 -0.05 47.8177 4.05 0
2016-3-9 0 0.17 51.8677 2.01 0.100418
2016-3-10 0 0.61 53.7773 0 0.60068
2016-3-11 0 1.49 53.1766 0.22 2.09721
2016-3-12 0 0.39 51.2994 0 0.321123
2016-3-13 0 0.64 50.9782 0 0.642441
2016-3-14 0 1.22 50.3358 0 1.5852
2016-3-15 0.57 2.12 48.7506 0 3.43599
2016-3-16 0 4.34 45.3146 0 9.36843
2016-3-17 0.02 4.9 35.9462 0 11.1034
2016-3-18 0 3.52 24.8428 0 6.98781
2016-3-19 0 1.76 17.855 0 2.64788
2016-3-20 0 3.73 15.2071 0 7.57833
2016-3-21 0 3.79 7.62876 0 7.62876
2016-3-22 0 3.84 0 0 0
2016-3-23 0 3.39 0 0 0
2016-3-24 0 3.33 0 0 0
2016-3-25 0 2.56 0 0 0
2016-3-26 0.01 3.36 0 0 0
2016-3-27 0.77 2.89 0 0 0
2016-3-28 0.87 5.03 0 0 0
