date	q_ls
21.04.2019	11.1
22.04.2019	10
23.04.2019	9.1
24.04.2019	8.4
25.04.2019	7.7
26.04.2019	7.3
27.04.2019	7.6
28.04.2019	17.6
29.04.2019	9.1
30.04.2019	7.5
01.05.2019	7.1
02.05.2019	7.4
03.05.2019	5.8
04.05.2019	5.7
05.05.2019	5
06.05.2019	5.3
07.05.2019	5.6
08.05.2019	4.6
09.05.2019	18.3
10.05.2019	77.5
11.05.2019	90.8
12.05.2019	32.2
13.05.2019	17.5
14.05.2019	13.1
15.05.2019	10.6
16.05.2019	8.6
17.05.2019	7.1
18.05.2019	8.3
19.05.2019	12.1
20.05.2019	21.3
21.05.2019	43.9
22.05.2019	54.2
23.05.2019	23.6
24.05.2019	152
25.05.2019	87.4
26.05.2019	40.6
27.05.2019	23.1
28.05.2019	16.5
29.05.2019	11.1
30.05.2019	20.1
31.05.2019	18.4
01.06.2019	14.4
02.06.2019	11.2
03.06.2019	16.2
04.06.2019	11.4
05.06.2019	11
06.06.2019	304
07.06.2019	242
08.06.2019	90.9
09.06.2019	143
10.06.2019	80.4
11.06.2019	45.9
12.06.2019	343
13.06.2019	406
14.06.2019	153
15.06.2019	99
16.06.2019	64.8
17.06.2019	41.9
18.06.2019	29.1
19.06.2019	23.1
20.06.2019	514
21.06.2019	115
22.06.2019	57.8
23.06.2019	32.5
24.06.2019	20.8
25.06.2019	18
26.06.2019	21.9
27.06.2019	45.6
28.06.2019	32
29.06.2019	25
30.06.2019	20
01.07.2019	16
02.07.2019	11.1
03.07.2019	6.6
04.07.2019	6.2
05.07.2019	5.3
06.07.2019	5.7
07.07.2019	5.9
08.07.2019	5.2
09.07.2019	3.8
10.07.2019	3.5
11.07.2019	3.3
12.07.2019	2.9
13.07.2019	2.7
14.07.2019	2.6
15.07.2019	2.6
16.07.2019	13.6
17.07.2019	3.5
18.07.2019	3.1
19.07.2019	6
20.07.2019	4.3
21.07.2019	34.6
22.07.2019	11.6
23.07.2019	10.1
24.07.2019	5.8
25.07.2019	4.2
26.07.2019	3.3
27.07.2019	2.7
28.07.2019	2.4
29.07.2019	2.3
30.07.2019	2.9
31.07.2019	2.9
01.08.2019	2.5
02.08.2019	2.2
03.08.2019	2.2
04.08.2019	2.4
05.08.2019	2.4
06.08.2019	2.5
07.08.2019	2.5
08.08.2019	2.1
09.08.2019	1.9
10.08.2019	6.5
11.08.2019	12.6
12.08.2019	6
13.08.2019	3.7
14.08.2019	3.6
15.08.2019	2.9
16.08.2019	6.8
17.08.2019	47.7
18.08.2019	28.5
19.08.2019	14.3
20.08.2019	8
21.08.2019	5.4
22.08.2019	28.6
23.08.2019	25
24.08.2019	11.6
25.08.2019	7.9
26.08.2019	6.1
27.08.2019	5
28.08.2019	4.9
29.08.2019	133
30.08.2019	42.7
31.08.2019	19.8
01.09.2019	184
02.09.2019	59.7
03.09.2019	57.8
04.09.2019	671
05.09.2019	566
06.09.2019	199
07.09.2019	1483
08.09.2019	344
09.09.2019	121
10.09.2019	106
11.09.2019	151
12.09.2019	159
13.09.2019	78.2
14.09.2019	53.5
15.09.2019	42.5
16.09.2019	24.8
17.09.2019	20.9
18.09.2019	16.1
19.09.2019	14
20.09.2019	14
21.09.2019	12.2
22.09.2019	11.4
23.09.2019	10.3
24.09.2019	10.7
25.09.2019	10
26.09.2019	9.2
27.09.2019	524
28.09.2019	707
29.09.2019	322
30.09.2019	133
01.10.2019	94.3
02.10.2019	69.5
03.10.2019	61
04.10.2019	145
05.10.2019	80.2
06.10.2019	58.4
07.10.2019	48.1
08.10.2019	85.3
09.10.2019	121
10.10.2019	119
11.10.2019	151
12.10.2019	127
13.10.2019	77.8
14.10.2019	221
15.10.2019	323
16.10.2019	698
17.10.2019	385
18.10.2019	287
19.10.2019	656
20.10.2019	655
21.10.2019	248
22.10.2019	143
23.10.2019	105
24.10.2019	93.5
25.10.2019	175
26.10.2019	165
27.10.2019	113
28.10.2019	81.3
29.10.2019	66.6
30.10.2019	58.5
31.10.2019	52.7
01.11.2019	49.3
02.11.2019	47
03.11.2019	38.5
04.11.2019	31.2
05.11.2019	27.2
06.11.2019	24.4
07.11.2019	21.3
08.11.2019	20.9
09.11.2019	21.3
10.11.2019	20.7
11.11.2019	22.6
12.11.2019	59.5
13.11.2019	195
14.11.2019	146
15.11.2019	205
16.11.2019	358
17.11.2019	429
18.11.2019	438
19.11.2019	1027
20.11.2019	366
21.11.2019	438
22.11.2019	453
23.11.2019	348
24.11.2019	191
25.11.2019	151
26.11.2019	253
27.11.2019	280
28.11.2019	261
29.11.2019	164
30.11.2019	110
01.12.2019	85.7
02.12.2019	69
03.12.2019	86.7
04.12.2019	90.4
05.12.2019	369
06.12.2019	530
07.12.2019	215
08.12.2019	165
09.12.2019	161
10.12.2019	113
11.12.2019	691
12.12.2019	460
13.12.2019	341
14.12.2019	223
15.12.2019	190
16.12.2019	135
17.12.2019	108
18.12.2019	87.1
19.12.2019	79
20.12.2019	139
21.12.2019	270
22.12.2019	194
23.12.2019	155
24.12.2019	279
25.12.2019	151
26.12.2019	93.7
27.12.2019	67.6
28.12.2019	58.9
29.12.2019	157
30.12.2019	217
31.12.2019	111
01.01.2020	80.4
02.01.2020	75.1
03.01.2020	86.2
04.01.2020	61.7
05.01.2020	51.7
06.01.2020	49.2
07.01.2020	50.6
08.01.2020	69.7
09.01.2020	54.9
10.01.2020	51.2
11.01.2020	79.1
12.01.2020	98.6
13.01.2020	63.5
14.01.2020	404
15.01.2020	421
16.01.2020	131
17.01.2020	318
18.01.2020	357
19.01.2020	139
20.01.2020	98.6
21.01.2020	88.4
22.01.2020	71.8
23.01.2020	63.4
24.01.2020	56.9
25.01.2020	48.9
26.01.2020	46.3
27.01.2020	159
28.01.2020	260
29.01.2020	319
30.01.2020	164
31.01.2020	116
01.02.2020	241
02.02.2020	117
03.02.2020	80.7
04.02.2020	63.7
05.02.2020	54.6
06.02.2020	50
07.02.2020	47.5
08.02.2020	108
09.02.2020	795
10.02.2020	362
11.02.2020	127
12.02.2020	88.6
13.02.2020	67.6
14.02.2020	56.2
15.02.2020	96.8
16.02.2020	761
17.02.2020	192
18.02.2020	110
19.02.2020	82.8
20.02.2020	236
21.02.2020	348
22.02.2020	146
23.02.2020	98.3
24.02.2020	73.2
25.02.2020	64.9
26.02.2020	53.1
27.02.2020	39.4
28.02.2020	41.3
29.02.2020	43.9
01.03.2020	64.1
02.03.2020	330
03.03.2020	325
04.03.2020	306
05.03.2020	185
06.03.2020	121
07.03.2020	94.2
08.03.2020	677
09.03.2020	327
10.03.2020	309
11.03.2020	263
12.03.2020	145
13.03.2020	103
14.03.2020	83
15.03.2020	250
16.03.2020	178
17.03.2020	117
18.03.2020	93.1
19.03.2020	75.3
20.03.2020	64.7
21.03.2020	57.2
22.03.2020	51.4
23.03.2020	49
24.03.2020	44.7
25.03.2020	38.9
26.03.2020	33.3
27.03.2020	29.7
28.03.2020	27.2
29.03.2020	25
30.03.2020	23
31.03.2020	21.1
01.04.2020	19.4
02.04.2020	17.8
03.04.2020	16.3
04.04.2020	15
05.04.2020	13.2
06.04.2020	11.7
07.04.2020	10.8
08.04.2020	10.2
09.04.2020	9.6
10.04.2020	8.4
11.04.2020	14.7
12.04.2020	25.3
13.04.2020	13.6
14.04.2020	11.1
15.04.2020	11.1
16.04.2020	9.1
17.04.2020	7.9
18.04.2020	7.7
19.04.2020	7
20.04.2020	6.7
21.04.2020	6.3
22.04.2020	6.1
23.04.2020	6.4
24.04.2020	6.5
25.04.2020	5.8
26.04.2020	5.6
27.04.2020	44.9
28.04.2020	45.6
29.04.2020	23.3
30.04.2020	16.1
01.05.2020	93.3
02.05.2020	44.8
03.05.2020	24.8
04.05.2020	17.8
05.05.2020	13.4
06.05.2020	11.7
07.05.2020	9.5
08.05.2020	8.9
09.05.2020	7.2
10.05.2020	23.7
11.05.2020	12.7
12.05.2020	10.4
13.05.2020	8.2
14.05.2020	6.9
15.05.2020	6.4
16.05.2020	5.7
17.05.2020	4.9
18.05.2020	4.2
19.05.2020	3.8
20.05.2020	3.2
21.05.2020	3
22.05.2020	3.1
23.05.2020	13
24.05.2020	7.5
25.05.2020	4.5
26.05.2020	3.3
27.05.2020	3
28.05.2020	2.5
29.05.2020	1.4
30.05.2020	0.5
31.05.2020	1.4
01.06.2020	1.6
02.06.2020	1.6
03.06.2020	1.4
04.06.2020	1.5
05.06.2020	3.6
06.06.2020	12.3
07.06.2020	14.8
08.06.2020	6.9
09.06.2020	4.7
10.06.2020	2.8
11.06.2020	1.9
12.06.2020	1.5
13.06.2020	1
14.06.2020	0.8
15.06.2020	0.8
16.06.2020	0.6
17.06.2020	0.5
18.06.2020	0.4
19.06.2020	0.3
20.06.2020	3.1
21.06.2020	28.1
22.06.2020	39.7
23.06.2020	6.9
24.06.2020	3.4
25.06.2020	2.5
26.06.2020	1.9
27.06.2020	1.6
28.06.2020	27.4
29.06.2020	24
30.06.2020	115
01.07.2020	115
02.07.2020	28.1
03.07.2020	14.5
04.07.2020	12.9
05.07.2020	121
06.07.2020	73.7
07.07.2020	34.8
08.07.2020	39
09.07.2020	13.1
10.07.2020	8.3
11.07.2020	5.7
12.07.2020	3.9
13.07.2020	3.4
14.07.2020	4.8
15.07.2020	3.9
16.07.2020	2.6
17.07.2020	2.1
18.07.2020	2.8
19.07.2020	15.7
20.07.2020	11.9
21.07.2020	5.6
22.07.2020	3.5
23.07.2020	2.8
24.07.2020	2.3
25.07.2020	1.7
26.07.2020	22.8
27.07.2020	26.5
28.07.2020	185
29.07.2020	865
30.07.2020	190
31.07.2020	53.6
01.08.2020	27.4
02.08.2020	20
03.08.2020	14.9
04.08.2020	11.5
05.08.2020	62.9
06.08.2020	54.2
07.08.2020	27
08.08.2020	16.3
09.08.2020	11.2
10.08.2020	9.1
11.08.2020	7.3
12.08.2020	6.2
13.08.2020	5.5
14.08.2020	5.2
15.08.2020	4.2
16.08.2020	3.8
17.08.2020	3.5
18.08.2020	3.2
19.08.2020	2.8
20.08.2020	2.6
21.08.2020	53.7
22.08.2020	37.3
23.08.2020	15.7
24.08.2020	9.5
25.08.2020	7.5
26.08.2020	6.6
27.08.2020	5
28.08.2020	4.5
29.08.2020	4.1
30.08.2020	3.6
31.08.2020	2.9
01.09.2020	2.6
02.09.2020	2.5
03.09.2020	2.8
04.09.2020	5.5
05.09.2020	3.2
06.09.2020	2.7
07.09.2020	2.3
08.09.2020	3.5
09.09.2020	7.8
10.09.2020	4.8
11.09.2020	3.6
12.09.2020	3.7
13.09.2020	2.6
14.09.2020	2.4
15.09.2020	2.2
16.09.2020	2.2
17.09.2020	1.6
18.09.2020	1.8
19.09.2020	1.7
20.09.2020	1.7
21.09.2020	2
22.09.2020	2
23.09.2020	5.5
24.09.2020	18.8
25.09.2020	10.7
26.09.2020	503
27.09.2020	89.1
28.09.2020	43.8
29.09.2020	49.3
30.09.2020	45.6
01.10.2020	31.5
02.10.2020	22.5
03.10.2020	17.5
04.10.2020	159
05.10.2020	260
06.10.2020	112
07.10.2020	515
08.10.2020	222
09.10.2020	105
10.10.2020	404
11.10.2020	325
12.10.2020	106
13.10.2020	61.3
14.10.2020	43.7
15.10.2020	33.8
16.10.2020	26.2
17.10.2020	23.2
18.10.2020	19.3
19.10.2020	16
20.10.2020	117
21.10.2020	124
22.10.2020	118
23.10.2020	237
24.10.2020	173
25.10.2020	929
26.10.2020	719
27.10.2020	1497
28.10.2020	1097
29.10.2020	302
30.10.2020	114
31.10.2020	166
01.11.2020	563
02.11.2020	1007
03.11.2020	187
04.11.2020	102
05.11.2020	74
06.11.2020	58.4
07.11.2020	50.2
08.11.2020	41.9
09.11.2020	37.4
10.11.2020	34.8
11.11.2020	35.5
12.11.2020	41.4
13.11.2020	40.9
14.11.2020	151
15.11.2020	378
16.11.2020	713
17.11.2020	235
18.11.2020	137
19.11.2020	135
20.11.2020	73.2
21.11.2020	244
22.11.2020	108
23.11.2020	67.2
24.11.2020	54
25.11.2020	46.1
26.11.2020	38.7
27.11.2020	32.3
28.11.2020	28.1
29.11.2020	26.5
30.11.2020	64.1
01.12.2020	173
02.12.2020	154
03.12.2020	286
04.12.2020	121
05.12.2020	108
06.12.2020	131
07.12.2020	210
08.12.2020	347
09.12.2020	246
10.12.2020	301
11.12.2020	151
12.12.2020	92.1
13.12.2020	74.7
14.12.2020	195
15.12.2020	1052
16.12.2020	263
17.12.2020	407
18.12.2020	407
19.12.2020	340
20.12.2020	430
21.12.2020	259
22.12.2020	228
23.12.2020	133
24.12.2020	78.2
25.12.2020	55.7
26.12.2020	128
27.12.2020	1931
28.12.2020	625
29.12.2020	502
30.12.2020	552
31.12.2020	226
01.01.2021	137
02.01.2021	103
03.01.2021	81.9
04.01.2021	64.2
05.01.2021	54.4
06.01.2021	46.2
07.01.2021	41
08.01.2021	35.2
09.01.2021	31.3
10.01.2021	31.6
11.01.2021	30
12.01.2021	26.2
13.01.2021	20.9
14.01.2021	19.5
15.01.2021	16.2
16.01.2021	10
17.01.2021	12.4
18.01.2021	15.5
19.01.2021	18.1
20.01.2021	19.3
21.01.2021	669
22.01.2021	1119
23.01.2021	281
24.01.2021	180
25.01.2021	119
26.01.2021	88.7
27.01.2021	69.1
28.01.2021	55.5
29.01.2021	37.3
30.01.2021	28.6
31.01.2021	24.5
01.02.2021	22.4
02.02.2021	21.1
03.02.2021	19.3
04.02.2021	15.8
05.02.2021	13.8
06.02.2021	12.8
07.02.2021	12.5
08.02.2021	11.7
09.02.2021	11.7
10.02.2021	9.8
11.02.2021	8.9
12.02.2021	5.3
13.02.2021	3.2
14.02.2021	2.3
15.02.2021	2.2
16.02.2021	4.3
17.02.2021	4.4
18.02.2021	3.6
19.02.2021	4
20.02.2021	49
21.02.2021	221
22.02.2021	213
23.02.2021	243
24.02.2021	342
25.02.2021	229
26.02.2021	90.2
27.02.2021	38
28.02.2021	31.9
01.03.2021	30.4
02.03.2021	42
03.03.2021	29.1
04.03.2021	19.2
05.03.2021	14
06.03.2021	13.8
07.03.2021	12.7
08.03.2021	10.7
09.03.2021	10.9
10.03.2021	10.9
11.03.2021	13.4
12.03.2021	26.4
13.03.2021	27.4
14.03.2021	28.7
15.03.2021	58.5
16.03.2021	52
17.03.2021	39.6
18.03.2021	57.2
19.03.2021	50.6
20.03.2021	131
21.03.2021	143
22.03.2021	174
23.03.2021	145
24.03.2021	154
25.03.2021	107
26.03.2021	112
27.03.2021	238
28.03.2021	124
29.03.2021	147
30.03.2021	136
31.03.2021	115
01.04.2021	81.5
02.04.2021	63.3
03.04.2021	48.7
04.04.2021	48
05.04.2021	40.9
06.04.2021	29.4
07.04.2021	24.6
08.04.2021	22.1
09.04.2021	26.5
10.04.2021	19.4
11.04.2021	17.1
12.04.2021	41.4
13.04.2021	54.8
14.04.2021	38
15.04.2021	29.4
16.04.2021	25.1
17.04.2021	23.1
18.04.2021	20.9
19.04.2021	19.5
20.04.2021	18.4
21.04.2021	19.1
22.04.2021	15.3
23.04.2021	12.4
24.04.2021	11.1
25.04.2021	10.2
26.04.2021	9.8
27.04.2021	9.4
28.04.2021	9
29.04.2021	8.5
30.04.2021	7.9
01.05.2021	7.4
02.05.2021	7.3
03.05.2021	7.5
04.05.2021	7.8
05.05.2021	10.9
06.05.2021	9.7
07.05.2021	7.3
08.05.2021	6.3
09.05.2021	12.8
10.05.2021	52.3
11.05.2021	50.2
12.05.2021	357
13.05.2021	176
14.05.2021	102
15.05.2021	82.4
16.05.2021	94.8
17.05.2021	187
18.05.2021	157
19.05.2021	83.1
20.05.2021	57.8
21.05.2021	41.3
22.05.2021	42.9
23.05.2021	105
24.05.2021	144
25.05.2021	81.8
26.05.2021	87.2
27.05.2021	94
28.05.2021	54.4
29.05.2021	29.4
30.05.2021	22.3
31.05.2021	18.7
01.06.2021	15.8
02.06.2021	13
03.06.2021	11.4
04.06.2021	10.2
05.06.2021	9.3
06.06.2021	8.6
07.06.2021	8.3
08.06.2021	8.8
09.06.2021	7.8
10.06.2021	7.5
11.06.2021	6.8
12.06.2021	6.6
13.06.2021	5.5
14.06.2021	9.3
15.06.2021	6.9
16.06.2021	5.3
17.06.2021	4.9
18.06.2021	17.1
19.06.2021	7.4
20.06.2021	7
21.06.2021	9.9
22.06.2021	10.2
23.06.2021	7.1
24.06.2021	5.5
25.06.2021	5
26.06.2021	4.7
27.06.2021	4.5
28.06.2021	4.8
29.06.2021	5.1
30.06.2021	6.6
01.07.2021	4.2
02.07.2021	3.6
03.07.2021	3.4
04.07.2021	15.3
05.07.2021	8.3
06.07.2021	7.4
07.07.2021	16
08.07.2021	4.5
09.07.2021	3.2
10.07.2021	10.6
11.07.2021	7.1
12.07.2021	4
13.07.2021	3
14.07.2021	2.6
15.07.2021	2.5
16.07.2021	1.9
17.07.2021	1.7
18.07.2021	1.6
19.07.2021	1.6
20.07.2021	1.5
21.07.2021	1.4
22.07.2021	1.4
23.07.2021	1.4
24.07.2021	1.3
25.07.2021	1.3
26.07.2021	1.8
27.07.2021	25.3
28.07.2021	44
29.07.2021	42.8
30.07.2021	19.9
31.07.2021	7.6
01.08.2021	4.9
02.08.2021	4.2
03.08.2021	2.9
04.08.2021	2.4
05.08.2021	2.4
06.08.2021	3.7
07.08.2021	2.6
08.08.2021	2
09.08.2021	1.7
10.08.2021	1.4
11.08.2021	1.1
12.08.2021	1
13.08.2021	1.1
14.08.2021	1.5
15.08.2021	1.4
16.08.2021	1.3
17.08.2021	1.4
18.08.2021	1
19.08.2021	1.1
20.08.2021	0.9
21.08.2021	0.7
22.08.2021	0.6
23.08.2021	0.7
24.08.2021	0.7
25.08.2021	0.8
26.08.2021	1.1
27.08.2021	1.5
28.08.2021	1.6
29.08.2021	1.6
30.08.2021	1.5
31.08.2021	1.5
01.09.2021	1.2
02.09.2021	1.2
03.09.2021	1.5
04.09.2021	1.5
05.09.2021	1.5
06.09.2021	1.6
07.09.2021	1.8
08.09.2021	1.8
09.09.2021	1.6
10.09.2021	1.7
11.09.2021	2.6
12.09.2021	3.5
13.09.2021	1.1
14.09.2021	0.7
15.09.2021	0.6
16.09.2021	1.5
17.09.2021	0.9
18.09.2021	0.6
19.09.2021	0.6
20.09.2021	0.7
21.09.2021	2.3
22.09.2021	1.1
23.09.2021	6.3
24.09.2021	2.5
25.09.2021	1.5
26.09.2021	1
27.09.2021	1.8
28.09.2021	28
29.09.2021	6.8
30.09.2021	46.2
01.10.2021	432
02.10.2021	1437
03.10.2021	1177
04.10.2021	896
05.10.2021	350
06.10.2021	196
07.10.2021	103
08.10.2021	89.1
09.10.2021	93.1
10.10.2021	67.7
11.10.2021	56.6
12.10.2021	40.2
13.10.2021	29
14.10.2021	26.3
15.10.2021	21.7
16.10.2021	17.7
17.10.2021	15
18.10.2021	13.2
19.10.2021	59.4
20.10.2021	186
21.10.2021	83.3
22.10.2021	47
23.10.2021	26.8
24.10.2021	24.4
25.10.2021	31.1
26.10.2021	36.2
27.10.2021	72.1
28.10.2021	68
29.10.2021	52.7
30.10.2021	58.2
31.10.2021	274
01.11.2021	519
02.11.2021	181
03.11.2021	92.8
04.11.2021	63.8
05.11.2021	51.2
06.11.2021	42.5
07.11.2021	158
08.11.2021	93.3
09.11.2021	133
10.11.2021	108
11.11.2021	71.3
12.11.2021	51.4
13.11.2021	52.7
14.11.2021	44.5
15.11.2021	42.2
16.11.2021	40.6
17.11.2021	133
18.11.2021	101
19.11.2021	69.1
20.11.2021	50.5
21.11.2021	38
22.11.2021	29.3
23.11.2021	23.8
24.11.2021	22.8
25.11.2021	21.9
26.11.2021	18.8
27.11.2021	14.9
28.11.2021	13.1
29.11.2021	10.7
30.11.2021	11.2
01.12.2021	9.4
02.12.2021	7.7
03.12.2021	6.1
04.12.2021	6.1
05.12.2021	5.2
06.12.2021	4.7
07.12.2021	4.9
08.12.2021	5.2
09.12.2021	5.6
10.12.2021	6.5
11.12.2021	6.4
12.12.2021	6.8
13.12.2021	16.3
14.12.2021	19.6
15.12.2021	76.7
16.12.2021	22.5
17.12.2021	16.2
18.12.2021	14.7
19.12.2021	13.8
20.12.2021	10.4
21.12.2021	9
22.12.2021	8.7
23.12.2021	9.6
24.12.2021	7.5
25.12.2021	4.7
26.12.2021	3.9
27.12.2021	3.2
28.12.2021	4.1
29.12.2021	4.4
30.12.2021	5.1
31.12.2021	5.4
01.01.2022	4.6
02.01.2022	8
03.01.2022	34.6
04.01.2022	39
05.01.2022	11.6
06.01.2022	6.9
07.01.2022	6.5
08.01.2022	6.6
09.01.2022	6
10.01.2022	5.1
11.01.2022	18.7
12.01.2022	52.7
13.01.2022	200
14.01.2022	296
15.01.2022	30.2
16.01.2022	20.1
17.01.2022	14.3
18.01.2022	11.8
19.01.2022	111
20.01.2022	18.1
21.01.2022	10.5
22.01.2022	9
23.01.2022	8.6
24.01.2022	9.1
25.01.2022	8.3
26.01.2022	8.7
27.01.2022	53
28.01.2022	10.3
29.01.2022	238
30.01.2022	23.7
31.01.2022	14.2
01.02.2022	10.4
02.02.2022	7.7
03.02.2022	6.9
04.02.2022	231
05.02.2022	37.2
06.02.2022	34.2
07.02.2022	13.3
08.02.2022	12.6
09.02.2022	11
10.02.2022	9.3
11.02.2022	7.6
12.02.2022	82.8
13.02.2022	333
14.02.2022	1098
15.02.2022	1237
16.02.2022	347
17.02.2022	101
18.02.2022	56.3
19.02.2022	41.4
20.02.2022	30.6
21.02.2022	27.2
22.02.2022	21.4
23.02.2022	58.8
24.02.2022	202
25.02.2022	41.9
26.02.2022	22.6
27.02.2022	34.9
28.02.2022	37.2
01.03.2022	134
02.03.2022	47.8
03.03.2022	29.3
04.03.2022	21.7
05.03.2022	19.1
06.03.2022	16.8
07.03.2022	17
08.03.2022	16.2
09.03.2022	14.2
10.03.2022	12.9
11.03.2022	14.9
12.03.2022	14.7
13.03.2022	13.8
14.03.2022	13.1
15.03.2022	13
16.03.2022	13.6
17.03.2022	31.1
18.03.2022	60.2
19.03.2022	38.6
20.03.2022	34.3
21.03.2022	29.7
22.03.2022	29.8
23.03.2022	30.3
24.03.2022	43.8
25.03.2022	51.9
26.03.2022	49.2
27.03.2022	46.1
28.03.2022	47.1
29.03.2022	31.9
30.03.2022	22.5
31.03.2022	17.9
01.04.2022	14.5
02.04.2022	13.2
03.04.2022	14.1
04.04.2022	23
05.04.2022	18.6
06.04.2022	15
07.04.2022	14.3
08.04.2022	12.2
09.04.2022	10.2
10.04.2022	9.3
11.04.2022	8.9
12.04.2022	8.8
13.04.2022	14.2
14.04.2022	17.3
15.04.2022	14.1
16.04.2022	12.8
17.04.2022	12.8
18.04.2022	13.1
19.04.2022	11.9
20.04.2022	10.6
21.04.2022	10.2
22.04.2022	9.7
23.04.2022	8.9
24.04.2022	8.1
25.04.2022	7.6
26.04.2022	6.9
27.04.2022	6.2
28.04.2022	6.1
29.04.2022	5.5
30.04.2022	5.4
01.05.2022	5.2
02.05.2022	5.3
03.05.2022	4.5
04.05.2022	4.3
05.05.2022	4.4
06.05.2022	3.9
07.05.2022	4.7
08.05.2022	3.2
09.05.2022	3.1
10.05.2022	4.9
11.05.2022	5
12.05.2022	4
13.05.2022	3.1
14.05.2022	2.9
15.05.2022	2.3
16.05.2022	2.1
17.05.2022	2
18.05.2022	2
19.05.2022	2.4
20.05.2022	2.3
21.05.2022	3.8
22.05.2022	2.7
23.05.2022	2.2
24.05.2022	4.9
25.05.2022	6.2
26.05.2022	53.7
27.05.2022	16.6
28.05.2022	9.4
29.05.2022	6
30.05.2022	6.4
31.05.2022	5.2
01.06.2022	5.3
02.06.2022	4.3
03.06.2022	3.4
04.06.2022	2.9
05.06.2022	2.4
06.06.2022	2.1
07.06.2022	2.1
08.06.2022	24.6
09.06.2022	8.6
10.06.2022	5
11.06.2022	4.4
12.06.2022	4.5
13.06.2022	3.8
14.06.2022	2.7
15.06.2022	2
16.06.2022	1.9
17.06.2022	1.7
18.06.2022	4.2
19.06.2022	1.5
20.06.2022	1.2
21.06.2022	1.1
22.06.2022	1
23.06.2022	0.9
24.06.2022	0.7
25.06.2022	0.6
26.06.2022	0.6
27.06.2022	NA
28.06.2022	NA
29.06.2022	6.8
30.06.2022	5.5
01.07.2022	4.8
02.07.2022	14.5
03.07.2022	235
04.07.2022	63.5
05.07.2022	23.1
06.07.2022	14.8
07.07.2022	24
08.07.2022	12.4
09.07.2022	9.4
10.07.2022	7.9
11.07.2022	7
12.07.2022	6.6
13.07.2022	7.5
14.07.2022	6.3
15.07.2022	5.7
16.07.2022	5.3
17.07.2022	5
18.07.2022	5.6
19.07.2022	4.8
20.07.2022	4.3
21.07.2022	4.3
22.07.2022	13.2
23.07.2022	7
24.07.2022	5.4
25.07.2022	8.7
26.07.2022	6.9
27.07.2022	5
28.07.2022	4.4
29.07.2022	4.2
30.07.2022	3.9
31.07.2022	3.8
01.08.2022	6.4
02.08.2022	4.6
03.08.2022	8.9
04.08.2022	5.1
05.08.2022	3.1
06.08.2022	1.3
07.08.2022	1.1
08.08.2022	1
09.08.2022	0.9
10.08.2022	0.9
11.08.2022	0.8
12.08.2022	0.7
13.08.2022	0.7
14.08.2022	0.6
15.08.2022	0.8
16.08.2022	25.9
17.08.2022	15.6
18.08.2022	5.4
19.08.2022	5.2
20.08.2022	2.8
21.08.2022	2.4
22.08.2022	2.1
23.08.2022	1.6
24.08.2022	1.5
25.08.2022	1.4
26.08.2022	1.4
27.08.2022	2
28.08.2022	1.5
29.08.2022	1.4
30.08.2022	1.3
31.08.2022	1.1
01.09.2022	1.1
02.09.2022	1.1
03.09.2022	1.7
04.09.2022	1.2
05.09.2022	1.1
06.09.2022	1
07.09.2022	1.1
08.09.2022	0.9
09.09.2022	0.9
10.09.2022	1.3
11.09.2022	1.2
12.09.2022	1.3
13.09.2022	78.9
14.09.2022	19.6
15.09.2022	9.6
16.09.2022	5.9
17.09.2022	4
18.09.2022	3.1
19.09.2022	2.4
20.09.2022	2.1
21.09.2022	2
22.09.2022	2.1
23.09.2022	3.9
24.09.2022	5.6
25.09.2022	3.4
26.09.2022	10
27.09.2022	55.1
28.09.2022	23
29.09.2022	12.4
30.09.2022	8.6
01.10.2022	10.7
02.10.2022	12.9
03.10.2022	10.2
04.10.2022	8.7
05.10.2022	14.6
06.10.2022	62.4
07.10.2022	29.5
08.10.2022	32.1
09.10.2022	18.1
10.10.2022	14.6
11.10.2022	11.9
12.10.2022	9.4
13.10.2022	38.1
14.10.2022	43.3
15.10.2022	83.1
16.10.2022	286
17.10.2022	139
18.10.2022	89.5
19.10.2022	62
20.10.2022	44.3
21.10.2022	31.7
22.10.2022	24.4
23.10.2022	21.4
24.10.2022	48.9
25.10.2022	327
26.10.2022	109
27.10.2022	74.9
28.10.2022	65.2
29.10.2022	144
30.10.2022	64.5
31.10.2022	47.9
01.11.2022	75
02.11.2022	445
03.11.2022	289
04.11.2022	237
05.11.2022	200
06.11.2022	376
07.11.2022	850
08.11.2022	346
09.11.2022	344
10.11.2022	168
11.11.2022	115
12.11.2022	79.3
13.11.2022	60.9
14.11.2022	51.7
15.11.2022	43.9
16.11.2022	37.7
17.11.2022	33
18.11.2022	27.7
19.11.2022	23.8
20.11.2022	21.1
21.11.2022	18.8
22.11.2022	16.5
23.11.2022	19.8
24.11.2022	31.9
25.11.2022	73.1
26.11.2022	89.8
27.11.2022	234
28.11.2022	117
29.11.2022	73.8
30.11.2022	58.6
01.12.2022	48.8
02.12.2022	40.5
03.12.2022	35.2
04.12.2022	29.9
05.12.2022	25.8
06.12.2022	21.9
07.12.2022	18.8
08.12.2022	15.9
09.12.2022	12.8
10.12.2022	9.7
11.12.2022	7.5
12.12.2022	6.8
13.12.2022	6.1
14.12.2022	7.5
15.12.2022	6.1
16.12.2022	5.1
17.12.2022	6.1
18.12.2022	6.8
